Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
55,37,"""Vulpix""","""Fox Pokémon""","""Alola""",54,NULL,0.6,9.9,"""Ice""",NULL,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Snow Warning""","""The Pokémon makes it snow when it enters a battle.""",NULL,NULL,25,75,50,"""Sun""",38,41,40,50,65,65,299,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
56,38,"""Ninetales""","""Fox Pokémon""",NULL,NULL,NULL,1.1,19.9,"""Fire""",NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""",NULL,NULL,25,75,50,"""Red""",73,76,75,81,100,100,505,0,0,0,0,1,1,2,75,"""Medium Fast""",1000000,"""Field""",NULL,20,54,"""Fire Stone"""
57,38,"""Ninetales""","""Fox Pokémon""","""Alola""",56,NULL,1.1,19.9,"""Ice""","""Fairy""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Snow Warning""","""The Pokémon makes it snow when it enters a battle.""",NULL,NULL,25,75,50,"""Sun""",73,67,75,81,100,109,505,0,0,0,0,0,2,2,75,"""Medium Fast""",1000000,"""Field""",NULL,20,55,"""Ice Stone"""
59,39,"""Jigglypuff""","""Balloon Pokémon""",NULL,NULL,NULL,0.5,5.5,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Friend Guard""","""Reduces damage done to allies.""",NULL,NULL,25,75,50,"""Red""",115,45,20,45,25,20,270,2,0,0,0,0,0,2,170,"""Fast""",800000,"""Fairy""",NULL,10,58,NULL
60,40,"""Wigglytuff""","""Balloon Pokémon""",NULL,NULL,NULL,1.0,12.0,"""Normal""","""Fairy""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,25,75,50,"""Red""",140,70,45,85,50,45,435,3,0,0,0,0,0,3,50,"""Fast""",800000,"""Fairy""",NULL,10,59,"""Moon Stone"""
61,41,"""Zubat""","""Bat Pokémon""",NULL,NULL,NULL,0.8,7.5,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,50,"""Red""",40,45,35,30,40,55,245,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Flying""",NULL,15,NULL,NULL
62,42,"""Golbat""","""Bat Pokémon""",NULL,NULL,NULL,1.6,55.0,"""Poison""","""Flying""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,50,"""Red""",75,80,70,65,75,95,460,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,"""Flying""",NULL,15,61,"""Level 22"""
64,43,"""Oddish""","""Weed Pokémon""",NULL,NULL,NULL,0.5,5.4,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""",NULL,NULL,50,50,50,"""Red""",45,50,55,75,65,30,320,0,0,0,1,0,0,1,255,"""Medium Slow""",1059860,"""Grass""",NULL,20,NULL,NULL
65,44,"""Gloom""","""Weed Pokémon""",NULL,NULL,NULL,0.8,8.6,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""",NULL,NULL,50,50,50,"""Red""",60,65,70,85,75,40,395,0,0,0,2,0,0,2,120,"""Medium Slow""",1059860,"""Grass""",NULL,20,64,"""Level 21"""
66,45,"""Vileplume""","""Flower Pokémon""",NULL,NULL,NULL,1.2,18.6,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,"""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""",NULL,NULL,50,50,50,"""Red""",75,80,85,110,90,50,490,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Grass""",NULL,20,65,"""Leaf Stone"""
68,46,"""Paras""","""Mushroom Pokémon""",NULL,NULL,NULL,0.3,5.4,"""Bug""","""Grass""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,50,"""Red""",35,70,55,45,55,25,285,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,"""Bug""","""Grass""",20,NULL,NULL
69,47,"""Parasect""","""Mushroom Pokémon""",NULL,NULL,NULL,1.0,29.5,"""Bug""","""Grass""","""Effect Spore""","""Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,50,"""Red""",60,95,80,60,80,30,405,0,2,1,0,0,0,3,75,"""Medium Fast""",1000000,"""Bug""","""Grass""",20,68,"""Level 24"""
70,48,"""Venonat""","""Insect Pokémon""",NULL,NULL,NULL,1.0,30.0,"""Bug""","""Poison""","""Compound Eyes""","""The Pokémon's compound eyes boost its accuracy.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Run Away""","""Enables a sure getaway from wild Pokémon.""",NULL,NULL,50,50,50,"""Red""",60,55,50,40,55,45,305,0,0,0,0,1,0,1,190,"""Medium Fast""",1000000,"""Bug""",NULL,20,NULL,NULL
71,49,"""Venomoth""","""Poison Moth Pokémon""",NULL,NULL,NULL,1.5,12.5,"""Bug""","""Poison""","""Shield Dust""","""This Pokémon's dust blocks the additional effects of attacks taken.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Wonder Skin""","""Makes status moves more likely to miss.""",NULL,NULL,50,50,50,"""Red""",70,65,60,90,75,90,450,0,0,0,1,0,1,2,75,"""Medium Fast""",1000000,"""Bug""",NULL,20,70,"""Level 31"""
72,50,"""Diglett""","""Mole Pokémon""",NULL,NULL,NULL,0.2,0.8,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Red""",10,55,25,35,45,95,265,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
74,50,"""Diglett""","""Mole Pokémon""","""Alola""",72,NULL,0.2,1.0,"""Ground""","""Steel""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Tangling Hair""","""Contact with the Pokémon lowers the attacker's Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Sun""",10,55,30,35,45,90,265,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
75,51,"""Dugtrio""","""Mole Pokémon""","""Alola""",73,NULL,0.7,66.6,"""Ground""","""Steel""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Tangling Hair""","""Contact with the Pokémon lowers the attacker's Speed stat.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Sun""",35,100,60,50,70,110,425,0,2,0,0,0,0,2,50,"""Medium Fast""",1000000,"""Field""",NULL,20,74,"""Level 26 In Alola"""
73,51,"""Dugtrio""","""Mole Pokémon""",NULL,NULL,NULL,0.7,33.3,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Red""",35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,"""Medium Fast""",1000000,"""Field""",NULL,20,72,"""Level 26"""
1524,52,"""Meowth""","""Scratch Cat Pokémon""","""Gigantamax""",96,NULL,33.0,0.0,"""Normal""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,50,"""Sword""",40,45,35,40,40,90,290,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
96,52,"""Meowth""","""Scratch Cat Pokémon""",NULL,NULL,NULL,0.4,4.2,"""Normal""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,50,"""Red""",40,45,35,40,40,90,290,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
97,52,"""Meowth""","""Scratch Cat Pokémon""","""Alola""",96,NULL,0.4,4.2,"""Dark""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,50,"""Sun""",40,35,35,50,40,90,290,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
98,52,"""Meowth""","""Scratch Cat Pokémon""","""Galar""",96,NULL,0.4,7.5,"""Steel""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Tough Claws""","""Powers up moves that make direct contact.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,50,"""Sword""",50,65,55,40,40,40,290,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
100,53,"""Persian""","""Classy Cat Pokémon""",NULL,NULL,NULL,1.0,32.0,"""Normal""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,50,"""Red""",65,70,60,65,65,115,440,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,"""Field""",NULL,20,96,"""Level 28"""
101,53,"""Persian""","""Classy Cat Pokémon""","""Alola""",100,NULL,1.1,33.0,"""Dark""",NULL,"""Fur Coat""","""Halves the damage from physical moves.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,50,"""Sun""",65,60,60,75,65,115,440,0,0,0,0,0,2,2,90,"""Medium Fast""",1000000,"""Field""",NULL,20,97,NULL
102,54,"""Psyduck""","""Duck Pokémon""",NULL,NULL,NULL,0.8,19.6,"""Water""",NULL,"""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Cloud Nine""","""Eliminates the effects of weather.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,50,50,50,"""Red""",50,52,48,65,50,55,320,0,0,0,1,0,0,1,190,"""Medium Fast""",1000000,"""Water 1""","""Field""",20,NULL,NULL
884,55,"""Golduck""","""Duck Pokémon""",NULL,NULL,NULL,1.7,76.6,"""Water""",NULL,"""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Cloud Nine""","""Eliminates the effects of weather.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,50,50,50,"""Red""",80,82,78,95,80,85,500,0,0,0,2,0,0,2,75,"""Medium Fast""",1000000,"""Water 1""","""Field""",20,102,"""Level 33"""
895,56,"""Mankey""","""Pig Monkey Pokémon""",NULL,NULL,NULL,0.5,28.0,"""Fighting""",NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,50,50,50,"""Red""",40,80,35,35,45,70,305,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,"""Field""",NULL,20,NULL,NULL
924,57,"""Primeape""","""Pig Monkey Pokémon""",NULL,NULL,NULL,1.0,32.0,"""Fighting""",NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,50,50,50,"""Red""",65,105,60,60,70,95,455,0,2,0,0,0,0,2,75,"""Medium Fast""",1000000,"""Field""",NULL,20,895,"""Level 28"""
949,58,"""Growlithe""","""Puppy Pokémon""",NULL,NULL,NULL,0.7,19.0,"""Fire""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,75,25,50,"""Red""",55,70,45,70,50,60,350,0,1,0,0,0,0,1,190,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
1615,58,"""Growlithe""","""Scout Pokémon""","""Hisui""",949,NULL,0.8,22.7,"""Fire""","""Rock""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,75,25,50,"""Legends: Arceus""",60,75,45,65,50,55,350,0,1,0,0,0,0,1,235,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
1624,59,"""Arcanine""","""Legendary Pokémon""","""Hisui""",960,NULL,2.0,168.0,"""Fire""","""Rock""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,75,25,50,"""Legends: Arceus""",95,115,80,95,80,90,555,0,2,0,0,0,0,2,135,"""Slow""",1250000,"""Field""",NULL,20,1615,"""Fire Stone"""
960,59,"""Arcanine""","""Legendary Pokémon""",NULL,NULL,NULL,1.9,155.0,"""Fire""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,75,25,50,"""Red""",90,110,80,100,80,95,555,0,2,0,0,0,0,2,75,"""Slow""",1250000,"""Field""",NULL,20,949,"""Fire Stone"""
971,60,"""Poliwag""","""Tadpole Pokémon""",NULL,NULL,NULL,0.6,12.4,"""Water""",NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,50,50,50,"""Red""",40,50,40,40,40,90,300,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,"""Water 1""",NULL,20,NULL,NULL
982,61,"""Poliwhirl""","""Tadpole Pokémon""",NULL,NULL,NULL,1.0,20.0,"""Water""",NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,50,50,50,"""Red""",65,65,65,50,50,90,385,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,"""Water 1""",NULL,20,971,"""Level 25"""
993,62,"""Poliwrath""","""Tadpole Pokémon""",NULL,NULL,NULL,1.3,54.0,"""Water""","""Fighting""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,50,50,50,"""Red""",90,95,95,70,90,70,510,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,"""Water 1""",NULL,20,982,"""Water Stone"""
1004,63,"""Abra""","""Psi Pokémon""",NULL,NULL,NULL,0.9,19.5,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,50,"""Red""",25,20,15,105,55,90,310,0,0,0,1,0,0,1,200,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,NULL,NULL
1015,64,"""Kadabra""","""Psi Pokémon""",NULL,NULL,NULL,1.3,56.5,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,50,"""Red""",40,35,30,120,70,105,400,0,0,0,2,0,0,2,100,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,1004,"""Level 16"""
1026,65,"""Alakazam""","""Psi Pokémon""",NULL,NULL,NULL,1.5,48.0,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,50,"""Red""",55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,1015,NULL
1026,65,"""Alakazam""","""Psi Pokémon""",NULL,NULL,NULL,1.5,48.0,"""Psychic""",NULL,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",NULL,NULL,75,25,50,"""Red""",55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,1015,"""Trade Or Use Linking Cord In Legends: Arceus"""
1360,65,"""Alakazam""","""Psi Pokémon""","""Mega""",1026,NULL,1.2,48.0,"""Psychic""",NULL,"""Trace""","""When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.""",NULL,NULL,NULL,NULL,NULL,NULL,75,25,70,"""X""",55,50,65,175,105,150,600,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,NULL,NULL
1076,66,"""Machop""","""Superpower Pokémon""",NULL,NULL,NULL,0.8,19.5,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,50,"""Red""",70,80,50,35,35,35,305,0,1,0,0,0,0,1,180,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,NULL,NULL
1087,67,"""Machoke""","""Superpower Pokémon""",NULL,NULL,NULL,1.5,70.5,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,50,"""Red""",80,100,70,50,60,45,405,0,2,0,0,0,0,2,90,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,1076,"""Level 28"""
1097,68,"""Machamp""","""Superpower Pokémon""",NULL,NULL,NULL,1.6,130.0,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,50,"""Red""",90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,"""Human-Like""",NULL,20,1087,NULL
